data,tokens
comment : need read dr gersons book,"['comment', 'need', 'read', 'dr', 'gersons', 'book']"
comment : sofaygo better feel offratio,"['comment', 'sofaygo', 'better', 'feel', 'offratio']"
comment : lump left side iam yrs old went dr yesterday concerned look face got get mammogram ultrasound next week please pray iam scared,"['comment', 'lump', 'leave', 'side', 'iam', 'yrs', 'old', 'go', 'dr', 'yesterday', 'concern', 'look', 'face', 'get', 'get', 'mammogram', 'ultrasound', 'next', 'week', 'please', 'pray', 'iam', 'scar']"
comment : mother suffering stage breast cancer please please pray,"['comment', 'mother', 'suffer', 'stage', 'breast', 'cancer', 'please', 'please', 'pray']"
comment : thank,"['comment', 'thank']"
comment : didliked,"['comment', 'didliked']"
comment : treated cancer help dr abdul,"['comment', 'treat', 'cancer', 'help', 'dr', 'abdul']"
comment : fast recory everybody battle todaygod god strenght psalm sister inlaw also diagnosed cm breast cancer tomorrow chemolet us unite firm faith almighty god accompy batlle victorious already served us,"['comment', 'fast', 'recory', 'everybody', 'battle', 'todaygod', 'god', 'strenght', 'psalm', 'sister', 'inlaw', 'also', 'diagnose', 'cm', 'breast', 'cancer', 'tomorrow', 'chemolet', 'us', 'unite', 'firm', 'faith', 'almighty', 'god', 'accompy', 'batlle', 'victorious', 'already', 'serve', 'us']"
comment : special thanks god almighty using dr osuma youtube channel clear doubts bringing back normal healthy life againcancer deadly disease never thought getting cured im excited share everyone great testimony perfect work dr osuma life help natural herbs fight cancer thank much dr osuma reach youtube searching dr osuma,"['comment', 'special', 'thank', 'god', 'almighty', 'use', 'dr', 'osuma', 'youtube', 'channel', 'clear', 'doubt', 'bring', 'back', 'normal', 'healthy', 'life', 'againcancer', 'deadly', 'disease', 'never', 'think', 'get', 'cure', 'im', 'excite', 'share', 'everyone', 'great', 'testimony', 'perfect', 'work', 'dr', 'osuma', 'life', 'help', 'natural', 'herbs', 'fight', 'cancer', 'thank', 'much', 'dr', 'osuma', 'reach', 'youtube', 'search', 'dr', 'osuma']"
comment : name sunli gandhi dr harvey herbal doctor could ever get hiv cured herbal products tried almost everything ’ find solution virus despite happening always spend lot money buy hiv drugs supplements keep healthy taking several medications one day surfing youtube came across great post anita said diagnosed hiv healed help great herbal supplements dr harvey sometimes really wonder people call great drharvey never knew great perfect work quickly contacted told everything happening asked questions said something never forget anyone contacts always getting hisher cure within weeks asks amazed time heard everything said see day said cured go test confirm status went hospital final test doctor running test said im hiv negative wow im amazed happy cure really gone much pain tears drharvey cured help natural herbsif anybody going situation kind cancers diseases contact dr harvey today cures save life today contact drharvey via emaildrharveyphytotherapyyahoocom whatsapp‪‪ ‑‬,"['comment', 'name', 'sunli', 'gandhi', 'dr', 'harvey', 'herbal', 'doctor', 'could', 'ever', 'get', 'hiv', 'cure', 'herbal', 'products', 'try', 'almost', 'everything', 'find', 'solution', 'virus', 'despite', 'happen', 'always', 'spend', 'lot', 'money', 'buy', 'hiv', 'drug', 'supplement', 'keep', 'healthy', 'take', 'several', 'medications', 'one', 'day', 'surf', 'youtube', 'come', 'across', 'great', 'post', 'anita', 'say', 'diagnose', 'hiv', 'heal', 'help', 'great', 'herbal', 'supplement', 'dr', 'harvey', 'sometimes', 'really', 'wonder', 'people', 'call', 'great', 'drharvey', 'never', 'know', 'great', 'perfect', 'work', 'quickly', 'contact', 'tell', 'everything', 'happen', 'ask', 'question', 'say', 'something', 'never', 'forget', 'anyone', 'contact', 'always', 'get', 'hisher', 'cure', 'within', 'weeks', 'ask', 'amaze', 'time', 'hear', 'everything', 'say', 'see', 'day', 'say', 'cure', 'go', 'test', 'confirm', 'status', 'go', 'hospital', 'final', 'test', 'doctor', 'run', 'test', 'say', 'im', 'hiv', 'negative', 'wow', 'im', 'amaze', 'happy', 'cure', 'really', 'go', 'much', 'pain', 'tear', 'drharvey', 'cure', 'help', 'natural', 'herbsif', 'anybody', 'go', 'situation', 'kind', 'cancers', 'diseases', 'contact', 'dr', 'harvey', 'today', 'cure', 'save', 'life', 'today', 'contact', 'drharvey', 'via', 'emaildrharveyphytotherapyyahoocom']"
comment : please pray mom 🥺,"['comment', 'please', 'pray', 'mom']"
comment : plz pray bestie,"['comment', 'plz', 'pray', 'bestie']"
comment : thanks dr aba curing breast cancer forever grateful ………,"['comment', 'thank', 'dr', 'aba', 'cure', 'breast', 'cancer', 'forever', 'grateful']"
comment : hi everyone want recommend dr ifa best herbal doctor ever known medicine cure epilepsycancer hpv hsv onvisit website get cure todayhttpsdrifahomecentrejimdositecom got rid cancer permanently fake medication reach gmaildrifahomegmailcom,"['comment', 'hi', 'everyone', 'want', 'recommend', 'dr', 'ifa', 'best', 'herbal', 'doctor', 'ever', 'know', 'medicine', 'cure', 'epilepsycancer', 'hpv', 'hsv', 'onvisit', 'website', 'get', 'cure', 'todayhttpsdrifahomecentrejimdositecom', 'get', 'rid', 'cancer', 'permanently', 'fake', 'medication', 'reach', 'gmaildrifahomegmailcom']"
comment : husband cured pancreatic cancer husbands first symptom pain right breast bone also atkins diet wasnt faithful weight kept peeling realized later due cancer soon trouble eating anything without increased pain breast bone turning yellow overnight symptom led visit dr also started greasy floating bowel movements diagnosed already stage cancer already lymph node liverwe tried diffrent drugs treatment still workingwe spent alot money process still changes untill friend mine advised us try harbal medicineshe told dr harvey curing people cancer deadly diseases herbal productsso quickly contacted explain everythig assured us herbal products cure husband purchased used according priscriptions days husband went test trace cancer systemit really miracle happy thanks dr harvey semilar cases anyone know kindly contact dr harvey via emaildrharveyphytotherapyyahoocom whatsapp save life today,"['comment', 'husband', 'cure', 'pancreatic', 'cancer', 'husband', 'first', 'symptom', 'pain', 'right', 'breast', 'bone', 'also', 'atkins', 'diet', 'wasnt', 'faithful', 'weight', 'keep', 'peel', 'realize', 'later', 'due', 'cancer', 'soon', 'trouble', 'eat', 'anything', 'without', 'increase', 'pain', 'breast', 'bone', 'turn', 'yellow', 'overnight', 'symptom', 'lead', 'visit', 'dr', 'also', 'start', 'greasy', 'float', 'bowel', 'movements', 'diagnose', 'already', 'stage', 'cancer', 'already', 'lymph', 'node', 'liverwe', 'try', 'diffrent', 'drug', 'treatment', 'still', 'workingwe', 'spend', 'alot', 'money', 'process', 'still', 'change', 'untill', 'friend', 'mine', 'advise', 'us', 'try', 'harbal', 'medicineshe', 'tell', 'dr', 'harvey', 'cure', 'people', 'cancer', 'deadly', 'diseases', 'herbal', 'productsso', 'quickly', 'contact', 'explain', 'everythig', 'assure', 'us', 'herbal', 'products', 'cure', 'husband', 'purchase', 'use', 'accord', 'priscriptions', 'days', 'husband', 'go', 'test', 'trace', 'cancer', 'systemit', 'really', 'miracle', 'happy', 'thank', 'dr', 'harvey', 'semilar', 'case', 'anyone', 'know', 'kindly', 'contact', 'dr', 'harvey', 'via', 'emaildrharveyphytotherapyyahoocom', 'whatsapp', 'save', 'life', 'today']"
comment : httpsyoutuberhcycruc,"['comment', 'httpsyoutuberhcycruc']"
comment : maam u help,"['comment', 'maam', 'u', 'help']"
comment : ok cancer fodder aint beating goku,"['comment', 'ok', 'cancer', 'fodder', 'aint', 'beat', 'goku']"
comment : beat goku,"['comment', 'beat', 'goku']"
comment : congrats surviving truly blessing,"['comment', 'congrats', 'survive', 'truly', 'bless']"
comment : cure different types human infections diseases using natural roots herbs major areas concentration sexually transmitted infections sti also referred sexually transmitted diseases std venereal diseases vd ” whatsapp info treatment,"['comment', 'cure', 'different', 'type', 'human', 'infections', 'diseases', 'use', 'natural', 'root', 'herbs', 'major', 'areas', 'concentration', 'sexually', 'transmit', 'infections', 'sti', 'also', 'refer', 'sexually', 'transmit', 'diseases', 'std', 'venereal', 'diseases', 'vd', 'whatsapp', 'info', 'treatment']"
comment : im thrilled story teared entire time im glad fought beautiful girl im glad made,"['comment', 'im', 'thrill', 'story', 'tear', 'entire', 'time', 'im', 'glad', 'fight', 'beautiful', 'girl', 'im', 'glad', 'make']"
comment : plz pray mother,"['comment', 'plz', 'pray', 'mother']"
comment : may diagnosed treated breast cancer local community hospital surgeon performed lumpectomy left breast also removed lymph nodes one year later diagnosed another community hospital metastasis breast cancer brain given months live doctors said nothing could possibly done condition left emotional state read dr harvey cured someones breast cancer using dr harvey herbal propolis lecithin capsules desperate decided give try bought propolis lecithin capsules consumed exactly dr harvey instructed month days completing medication became totally cured thankful dr harvey giving second chance life get dr harvey via drharveyphytotherapyyahoocom whatsapp,"['comment', 'may', 'diagnose', 'treat', 'breast', 'cancer', 'local', 'community', 'hospital', 'surgeon', 'perform', 'lumpectomy', 'leave', 'breast', 'also', 'remove', 'lymph', 'nod', 'one', 'year', 'later', 'diagnose', 'another', 'community', 'hospital', 'metastasis', 'breast', 'cancer', 'brain', 'give', 'months', 'live', 'doctor', 'say', 'nothing', 'could', 'possibly', 'do', 'condition', 'leave', 'emotional', 'state', 'read', 'dr', 'harvey', 'cure', 'someones', 'breast', 'cancer', 'use', 'dr', 'harvey', 'herbal', 'propolis', 'lecithin', 'capsule', 'desperate', 'decide', 'give', 'try', 'buy', 'propolis', 'lecithin', 'capsule', 'consume', 'exactly', 'dr', 'harvey', 'instruct', 'month', 'days', 'complete', 'medication', 'become', 'totally', 'cure', 'thankful', 'dr', 'harvey', 'give', 'second', 'chance', 'life', 'get', 'dr', 'harvey', 'via', 'drharveyphytotherapyyahoocom', 'whatsapp']"
comment : one able breast feed surviving breast cancer,"['comment', 'one', 'able', 'breast', 'fee', 'survive', 'breast', 'cancer']"
comment : name diane year breast cancer survivor story began november felt slight burning sensation right breast working daycare provider neglected anything hoping burning sensation temporary new years eve pain severe scheduled mammogram first week days received letter telling return second test days passed received letter telling suspicious findings film needed testing previous mammogram october could possibly wrong nowhere turn know place mammogram told ask primary care doctor time primary doctor called older sister told go gynecologist explained situation gynecologist immediately found doctor give biopsy avail met old time high school mate friend dana survivor introduced pythothrapist dr harvey god alone give glory im forever greatful dr harvey hand god lifehe cured natural herbs roots today im living testimony die silence contact dr harvey today via emaildrharveyphytotherapyyahoocom whatsapp cures types cancers diseases natural herbs,"['comment', 'name', 'diane', 'year', 'breast', 'cancer', 'survivor', 'story', 'begin', 'november', 'felt', 'slight', 'burn', 'sensation', 'right', 'breast', 'work', 'daycare', 'provider', 'neglect', 'anything', 'hop', 'burn', 'sensation', 'temporary', 'new', 'years', 'eve', 'pain', 'severe', 'schedule', 'mammogram', 'first', 'week', 'days', 'receive', 'letter', 'tell', 'return', 'second', 'test', 'days', 'pass', 'receive', 'letter', 'tell', 'suspicious', 'find', 'film', 'need', 'test', 'previous', 'mammogram', 'october', 'could', 'possibly', 'wrong', 'nowhere', 'turn', 'know', 'place', 'mammogram', 'tell', 'ask', 'primary', 'care', 'doctor', 'time', 'primary', 'doctor', 'call', 'older', 'sister', 'tell', 'go', 'gynecologist', 'explain', 'situation', 'gynecologist', 'immediately', 'find', 'doctor', 'give', 'biopsy', 'avail', 'meet', 'old', 'time', 'high', 'school', 'mate', 'friend', 'dana', 'survivor', 'introduce', 'pythothrapist', 'dr', 'harvey', 'god', 'alone', 'give', 'glory', 'im', 'forever', 'greatful', 'dr', 'harvey', 'hand', 'god', 'lifehe', 'cure', 'natural', 'herbs', 'root', 'today', 'im', 'live', 'testimony', 'die', 'silence', 'contact', 'dr', 'harvey', 'today', 'via', 'emaildrharveyphytotherapyyahoocom', 'whatsapp', 'cure', 'type', 'cancers', 'diseases', 'natural', 'herbs']"
comment : mom fighting breast cancer since come back shes hero whenever lose hope go watch stories love mom anything seeing yall comments felt like mother alone hopefully loved ones gon na cancer free soon,"['comment', 'mom', 'fight', 'breast', 'cancer', 'since', 'come', 'back', 'shes', 'hero', 'whenever', 'lose', 'hope', 'go', 'watch', 'stories', 'love', 'mom', 'anything', 'see', 'yall', 'comment', 'felt', 'like', 'mother', 'alone', 'hopefully', 'love', 'ones', 'gon', 'na', 'cancer', 'free', 'soon']"
comment : prostate cancer couple years ago though local doctor delaware thought surgery wanted research options first learned effectiveness herbs using natural roots herbs cure cancer available dr ayes natural herbs roots worlda place cancer center underwent seven weeks daily natural therapy administering herbal remedy met men going treatment ’ incredible way able bond illnesses still keep touch check compare notes get updatesbut end cured healed permanently dr ayes conducting series test said dr ayes herbal world best choice local hospital offer type treatment received making even certain right thing contacting dr ayes times better forget chemo radiation therapy going natural herbal medicinewith get free cancer foreverall thanks urge every cancer patient contact dr ayes natural herbs roots world whats app emaildrayesherbalmedicinegmailcom,"['comment', 'prostate', 'cancer', 'couple', 'years', 'ago', 'though', 'local', 'doctor', 'delaware', 'think', 'surgery', 'want', 'research', 'options', 'first', 'learn', 'effectiveness', 'herbs', 'use', 'natural', 'root', 'herbs', 'cure', 'cancer', 'available', 'dr', 'ayes', 'natural', 'herbs', 'root', 'worlda', 'place', 'cancer', 'center', 'undergo', 'seven', 'weeks', 'daily', 'natural', 'therapy', 'administer', 'herbal', 'remedy', 'meet', 'men', 'go', 'treatment', 'incredible', 'way', 'able', 'bond', 'illnesses', 'still', 'keep', 'touch', 'check', 'compare', 'note', 'get', 'updatesbut', 'end', 'cure', 'heal', 'permanently', 'dr', 'ayes', 'conduct', 'series', 'test', 'say', 'dr', 'ayes', 'herbal', 'world', 'best', 'choice', 'local', 'hospital', 'offer', 'type', 'treatment', 'receive', 'make', 'even', 'certain', 'right', 'thing', 'contact', 'dr', 'ayes', 'time', 'better', 'forget', 'chemo', 'radiation', 'therapy', 'go', 'natural', 'herbal', 'medicinewith', 'get', 'free', 'cancer', 'foreverall', 'thank', 'urge', 'every', 'cancer', 'patient', 'contact', 'dr', 'ayes', 'natural', 'herbs', 'root', 'world', 'whats', 'app', 'emaildrayesherbalmedicinegmailcom']"
